Dialogue_ID,Utterance_ID,Speaker,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Sentiment,DA,Utterance
dialogue-0113,dialogue-0113-011,語者一,high,high,high,high,high,neutral,other,我是一位忠實的顧客
dialogue-0113,dialogue-0113-012,語者一,high,high,high,high,high,neutral,other,也推薦過朋友來你這裡購物
dialogue-0113,dialogue-0113-013,語者二,high,high,high,high,high,positive,other,非常感謝您的支持和推薦
dialogue-0113,dialogue-0113-014,語者二,high,high,high,high,high,positive,other,但這個商品已經有特殊性
dialogue-0113,dialogue-0113-015,語者二,high,high,high,high,high,positive,other,我們無法再進一步降價
dialogue-0113,dialogue-0113-016,語者二,high,high,high,high,high,positive,other,希望您能理解
dialogue-0113,dialogue-0113-017,語者一,high,high,high,high,high,positive,other,我真的很喜歡這個商品
dialogue-0113,dialogue-0113-018,語者一,high,high,high,high,high,positive,other,但價格對我來說有些負擔
dialogue-0113,dialogue-0113-019,語者一,high,high,high,high,high,positive,other,有沒有其他方式可以達成我們雙方都滿意的價格
dialogue-0113,dialogue-0113-020,語者二,high,high,high,high,high,neutral,other,基於商品價值和成本
dialogue-0113,dialogue-0113-021,語者二,high,high,high,high,high,neutral,other,我們無法再調整價格
dialogue-0113,dialogue-0113-022,語者二,high,high,high,high,high,neutral,other,我可以提供其他折扣或禮品作為彌補
dialogue-0113,dialogue-0113-023,語者二,high,high,high,high,high,neutral,other,以表達我們對您的感謝
dialogue-0113,dialogue-0113-024,語者一,high,high,high,high,high,neutral,other,但我還是希望能夠以更實惠的價格購買這個商品
dialogue-0113,dialogue-0113-025,語者一,high,high,high,high,high,neutral,other,這樣對我來說更具吸引力
dialogue-0113,dialogue-0113-026,語者二,high,high,high,high,high,neutral,other,但這是我們商品的定價
dialogue-0113,dialogue-0113-027,語者二,high,high,high,high,high,neutral,other,如果您有其他問題或需要其他幫助
dialogue-0113,dialogue-0113-028,語者二,high,high,high,high,high,neutral,other,我們很樂意提供協助
dialogue-0113,dialogue-0113-029,語者一,high,high,high,high,high,neutral,other,好吧我明白了
dialogue-0113,dialogue-0113-030,語者一,high,high,high,high,high,neutral,other,如果將來有任何特價活動
dialogue-0113,dialogue-0113-031,語者一,high,high,high,high,high,neutral,other,請務必通知我
dialogue-0113,dialogue-0113-032,語者二,high,high,high,high,high,positive,other,非常感謝您的理解和支持
dialogue-0113,dialogue-0113-033,語者二,high,high,high,high,high,positive,other,我們會記住您的喜好
dialogue-0113,dialogue-0113-034,語者二,high,high,high,high,high,positive,other,並在有特價活動時通知您
dialogue-0116,dialogue-0116-000,語者一,high,high,high,high,high,neutral,other,請問有什麼我可以幫助您的
dialogue-0116,dialogue-0116-001,語者二,high,high,high,high,high,negative,other,我在網上訂了今天晚上的訂位
dialogue-0116,dialogue-0116-002,語者二,high,high,high,high,high,negative,other,但我剛才打電話過來查詢
dialogue-0116,dialogue-0116-003,語者二,high,high,high,high,high,negative,other,卻被告知沒有我的訂位資料
dialogue-0116,dialogue-0116-004,語者一,high,high,high,high,high,negative,other,非常抱歉
dialogue-0116,dialogue-0116-005,語者一,high,high,high,high,high,negative,other,讓我查看一下系統
dialogue-0116,dialogue-0116-006,語者一,high,high,high,high,high,negative,other,可能是有一些問題導致您的訂位沒有成功
dialogue-0116,dialogue-0116-007,語者一,high,high,high,high,high,negative,other,請問您有收到任何確認簡訊嗎
dialogue-0116,dialogue-0116-008,語者二,high,high,high,high,high,neutral,other,我確實有收到了確認簡訊
dialogue-0116,dialogue-0116-009,語者一,high,high,high,high,high,negative,other,非常抱歉造成您的困擾
dialogue-0116,dialogue-0116-010,語者一,high,high,high,high,high,negative,other,看來這是一個系統錯誤
dialogue-0116,dialogue-0116-011,語者一,high,high,high,high,high,negative,other,我們會盡快處理並找到解決方案
dialogue-0116,dialogue-0116-012,語者一,high,high,high,high,high,negative,other,我們可以先提供一些其他的餐點供您選擇
dialogue-0116,dialogue-0116-013,語者一,high,high,high,high,high,negative,other,看我們是否能為您找到一個合適的座位
dialogue-0116,dialogue-0116-014,語者二,high,high,high,high,high,neutral,other,我真的很想在今天用餐
dialogue-0116,dialogue-0116-015,語者二,high,high,high,high,high,neutral,other,如果有其他餐桌或稍後的空位
dialogue-0116,dialogue-0116-016,語者二,high,high,high,high,high,neutral,other,我會非常樂意等待
dialogue-0116,dialogue-0116-017,語者一,high,high,high,high,high,neutral,other,我們會儘快為您找到一個解決方案
dialogue-0116,dialogue-0116-018,語者一,high,high,high,high,high,neutral,other,讓您能夠享受美食
dialogue-0116,dialogue-0116-019,語者二,high,high,high,high,high,positive,other,相信您會找到一個適合的解決方案
dialogue-0116,dialogue-0116-020,語者二,high,high,high,high,high,positive,other,我非常期待能夠在您的餐廳用餐
dialogue-0116,dialogue-0116-021,語者一,high,high,high,high,high,neutral,other,請稍等片刻
dialogue-0116,dialogue-0116-022,語者一,high,high,high,high,high,neutral,other,我們會盡快為您安排座位
dialogue-0116,dialogue-0116-023,語者一,high,high,high,high,high,neutral,other,感謝您的耐心
dialogue-0116,dialogue-0116-024,語者二,high,high,high,high,high,positive,other,謝謝您的幫助和理解
dialogue-0117,dialogue-0117-000,語者一,high,high,high,high,high,neutral,other,您好
dialogue-0117,dialogue-0117-001,語者一,high,high,high,high,high,neutral,other,我最近在你的網店購買了一件商品
dialogue-0117,dialogue-0117-002,語者一,high,high,high,high,high,neutral,other,但是我發現它有一些瑕疵，
dialogue-0117,dialogue-0117-003,語者一,high,high,high,high,high,neutral,other,我想要退貨
dialogue-0117,dialogue-0117-004,語者二,high,high,high,high,high,negative,other,非常抱歉聽到您的不滿
dialogue-0117,dialogue-0117-005,語者二,high,high,high,high,high,negative,other,但我們在商品頁面中已經清楚標示了可能存在的瑕疵
dialogue-0117,dialogue-0117-006,語者二,high,high,high,high,high,negative,other,並且該商品仍然在可接受的範圍內
dialogue-0117,dialogue-0117-007,語者二,high,high,high,high,high,negative,other,退貨運費應由您負擔
dialogue-0117,dialogue-0117-008,語者一,high,high,high,high,high,negative,other,但是這個瑕疵對我來說是無法接受的
dialogue-0117,dialogue-0117-009,語者一,high,high,high,high,high,negative,other,我真的希望你能夠負責退貨運費
dialogue-0117,dialogue-0117-010,語者二,high,high,high,high,high,neutral,other,根據我們的退貨政策
dialogue-0117,dialogue-0117-011,語者二,high,high,high,high,high,neutral,other,退貨運費通常由買家承擔
dialogue-0117,dialogue-0117-012,語者二,high,high,high,high,high,neutral,other,您是否可以考慮其他解決方案
dialogue-0117,dialogue-0117-013,語者二,high,high,high,high,high,neutral,other,例如維修或更換同款商品
dialogue-0117,dialogue-0117-014,語者一,high,high,high,high,high,neutral,other,我不希望維修或更換
dialogue-0117,dialogue-0117-015,語者一,high,high,high,high,high,neutral,other,我只想要退貨並且免除退貨運費
dialogue-0117,dialogue-0117-016,語者二,high,high,high,high,high,negative,other,很抱歉
dialogue-0117,dialogue-0117-017,語者二,high,high,high,high,high,negative,other,但我們的退貨政策非常清楚
dialogue-0117,dialogue-0117-018,語者二,high,high,high,high,high,negative,other,我們無法擔憂退貨運費
dialogue-0117,dialogue-0117-019,語者一,high,high,high,high,high,neutral,other,我已經非常清楚地表達了我的需求
dialogue-0117,dialogue-0117-020,語者一,high,high,high,high,high,neutral,other,我希望你能夠理解並且負責退貨運費
dialogue-0117,dialogue-0117-021,語者一,high,high,high,high,high,neutral,other,這是您應該負責的事情
dialogue-0117,dialogue-0117-022,語者二,high,high,high,high,high,neutral,other,如果您仍然堅持退貨
dialogue-0117,dialogue-0117-023,語者二,high,high,high,high,high,neutral,other,請您承擔退貨運費後將商品寄回
dialogue-0117,dialogue-0117-024,語者二,high,high,high,high,high,neutral,other,我們會在收到商品後退還您的款項
dialogue-0117,dialogue-0117-025,語者一,high,high,high,high,high,negative,other,這樣的態度讓我非常失望
dialogue-0117,dialogue-0117-026,語者一,high,high,high,high,high,negative,other,我會考慮將這個情況和消基會說明
dialogue-0117,dialogue-0117-027,語者二,high,high,high,high,high,negative,other,我很抱歉聽到您的失望
dialogue-0117,dialogue-0117-028,語者二,high,high,high,high,high,negative,other,如果您有其他問題
dialogue-0117,dialogue-0117-029,語者二,high,high,high,high,high,negative,other,我們樂意繼續協助您
dialogue-0118,dialogue-0118-000,語者一,high,high,high,high,high,neutral,other,您好
dialogue-0118,dialogue-0118-001,語者一,high,high,high,high,high,neutral,other,我想在這週末訂位這間餐廳
dialogue-0118,dialogue-0118-002,語者一,high,high,high,high,high,neutral,other,我真的非常需要訂到位
dialogue-0118,dialogue-0118-003,語者二,high,high,high,high,high,positive,other,非常感謝您的詢問和對我們餐廳的支持
dialogue-0118,dialogue-0118-004,語者二,high,high,high,high,high,positive,other,不過這週末我們已經客滿了
dialogue-0118,dialogue-0118-005,語者二,high,high,high,high,high,positive,other,真的很抱歉
dialogue-0118,dialogue-0118-006,語者一,high,high,high,high,high,neutral,other,嗯
dialogue-0118,dialogue-0118-007,語者一,high,high,high,high,high,neutral,other,我了解這週末可能非常繁忙
dialogue-0118,dialogue-0118-008,語者一,high,high,high,high,high,neutral,other,但因為家人的生日慶祝
dialogue-0118,dialogue-0118-009,語者一,high,high,high,high,high,neutral,other,我真的非常希望能在你們餐廳度過這個特別的時刻
dialogue-0118,dialogue-0118-010,語者二,high,high,high,high,high,neutral,other,家人的生日確實是一個重要的時刻
dialogue-0118,dialogue-0118-011,語者二,high,high,high,high,high,neutral,other,我們非常抱歉無法滿足您的訂位需求
dialogue-0118,dialogue-0118-012,語者二,high,high,high,high,high,neutral,other,但我們可以為您保留其他日期或者提供外帶服務
dialogue-0118,dialogue-0118-013,語者二,high,high,high,high,high,neutral,other,讓您能夠在其他時間享受美食
dialogue-0118,dialogue-0118-014,語者一,high,high,high,high,high,neutral,other,外帶的確是一個選項
dialogue-0118,dialogue-0118-015,語者一,high,high,high,high,high,neutral,other,但這次我們希望在餐廳內共享這個特殊的時刻
dialogue-0118,dialogue-0118-016,語者二,high,high,high,high,high,neutral,other,我非常理解您的想
dialogue-0118,dialogue-0118-017,語者二,high,high,high,high,high,neutral,other,但這週末我們的訂位確實已經滿了
dialogue-0118,dialogue-0118-018,語者二,high,high,high,high,high,neutral,other,並且我們無法擴大座位容量
dialogue-0118,dialogue-0118-019,語者二,high,high,high,high,high,neutral,other,或許我們可以提供您其他推薦的餐廳
dialogue-0118,dialogue-0118-020,語者二,high,high,high,high,high,neutral,other,確保您能夠有一個難忘的家人生日慶祝
dialogue-0118,dialogue-0118-021,語者一,high,high,high,high,high,neutral,other,我可以接受稍微晚一點的時間
dialogue-0118,dialogue-0118-022,語者一,high,high,high,high,high,neutral,other,或者坐在沒有訂位的區域
dialogue-0118,dialogue-0118-023,語者一,high,high,high,high,high,neutral,other,可以嗎
dialogue-0118,dialogue-0118-024,語者二,high,high,high,high,high,neutral,other,讓我查看一下我們的現有狀況
dialogue-0118,dialogue-0118-025,語者二,high,high,high,high,high,neutral,other,看看是否有辦法安排晚一點的時間或者區域
dialogue-0118,dialogue-0118-026,語者二,high,high,high,high,high,neutral,other,請稍等片刻
dialogue-0118,dialogue-0118-027,語者一,high,high,high,high,high,positive,other,非常感謝您
dialogue-0118,dialogue-0118-028,語者二,high,high,high,high,high,neutral,other,我們確認了一個稍晚的時間段
dialogue-0118,dialogue-0118-029,語者二,high,high,high,high,high,neutral,other,請問您能夠接受晚一點的時間嗎
dialogue-0118,dialogue-0118-030,語者一,high,high,high,high,high,positive,other,非常感謝您的協助
dialogue-0118,dialogue-0118-031,語者一,high,high,high,high,high,positive,other,我們期待在週末到訪您的餐廳
dialogue-0118,dialogue-0118-032,語者二,high,high,high,high,high,positive,other,我們很高興能夠為您安排晚一點的用餐時間
dialogue-0118,dialogue-0118-033,語者二,high,high,high,high,high,positive,other,如有其他需求
dialogue-0118,dialogue-0118-034,語者二,high,high,high,high,high,positive,other,請隨時告知我們
dialogue-0181,dialogue-0181-000,語者一,high,high,high,high,high,positive,other,您好歡迎光臨，請問有訂位嗎
dialogue-0181,dialogue-0181-001,語者二,high,high,high,high,high,neutral,other,有訂位，敝姓郭
dialogue-0181,dialogue-0181-002,語者一,high,high,high,high,high,negative,other,不好意思，這裡沒有您的訂位紀錄
dialogue-0181,dialogue-0181-003,語者二,high,high,high,high,high,negative,other,不對呀，昨天確實有打電話訂位了
dialogue-0181,dialogue-0181-004,語者二,high,high,high,high,high,negative,other,能再確認看看嗎
dialogue-0181,dialogue-0181-005,語者一,high,high,high,high,high,neutral,other,您好，請問是否是您訂位時間不是現在呢
dialogue-0181,dialogue-0181-006,語者二,high,high,high,high,high,negative,other,應該沒錯吧，訂的就是這個時間
dialogue-0181,dialogue-0181-007,語者二,high,high,high,high,high,negative,other,不然你檢查一下有沒有其他時間的紀錄？
dialogue-0181,dialogue-0181-008,語者一,high,high,high,high,high,neutral,other,嗯....這邊完全沒有您的訂位紀錄
dialogue-0181,dialogue-0181-009,語者二,high,high,high,high,high,negative,other,真奇怪......
dialogue-0181,dialogue-0181-010,語者二,high,high,high,high,high,negative,other,但我昨天確實有打電話來預約了
dialogue-0181,dialogue-0181-011,語者二,high,high,high,high,high,negative,other,是一個男的接的電話
dialogue-0181,dialogue-0181-012,語者一,high,high,high,high,high,neutral,other,我們這邊沒有男店員耶
dialogue-0181,dialogue-0181-013,語者一,high,high,high,high,high,neutral,other,還是您訂的是其他分店呢
dialogue-0181,dialogue-0181-014,語者二,high,high,high,high,high,negative,other,啊真的欸裂開
dialogue-0181,dialogue-0181-015,語者二,high,high,high,high,high,negative,other,但那間離這裡實在太遠了
dialogue-0181,dialogue-0181-016,語者一,high,high,high,high,high,neutral,other,還是您要現場候位呢
dialogue-0181,dialogue-0181-017,語者二,high,high,high,high,high,neutral,other,請問大概要等多久呢
dialogue-0181,dialogue-0181-018,語者一,high,high,high,high,high,neutral,other,大約需要等待十五分鐘
dialogue-0181,dialogue-0181-019,語者一,high,high,high,high,high,neutral,other,請問可以嗎
dialogue-0181,dialogue-0181-020,語者二,high,high,high,high,high,positive,other,好的沒問題
dialogue-0181,dialogue-0181-021,語者二,high,high,high,high,high,positive,other,那就麻煩您了
dialogue-0181,dialogue-0181-022,語者一,high,high,high,high,high,positive,other,好的！
dialogue-0181,dialogue-0181-023,語者二,high,high,high,high,high,positive,other,謝謝
dialogue-0181,dialogue-0181-024,語者一,high,high,high,high,high,positive,other,不會
dialogue-0181,dialogue-0181-025,語者一,high,high,high,high,high,positive,other,那請您在這邊稍坐
dialogue-0183,dialogue-0183-000,語者一,high,high,high,high,high,neutral,other,您好，我要訂這個週末四位
dialogue-0183,dialogue-0183-001,語者二,high,high,high,high,high,negative,other,不好意思，我們週末都訂滿了耶
dialogue-0183,dialogue-0183-002,語者一,high,high,high,high,high,neutral,other,阿但是我們要在朋友出國前最後一次的聚餐
dialogue-0183,dialogue-0183-003,語者一,high,high,high,high,high,neutral,other,出國的朋友非常喜歡貴店
dialogue-0183,dialogue-0183-004,語者二,high,high,high,high,high,positive,other,謝謝您和朋友對本店的愛戴
dialogue-0183,dialogue-0183-005,語者二,high,high,high,high,high,positive,other,但真的很不好意思
dialogue-0183,dialogue-0183-006,語者二,high,high,high,high,high,positive,other,因為最近在舉辦草莓季
dialogue-0183,dialogue-0183-007,語者二,high,high,high,high,high,positive,other,這個週末的訂位在兩個月前就已經額滿了
dialogue-0183,dialogue-0183-008,語者一,high,high,high,high,high,negative,other,真的沒有辦法嗎
dialogue-0183,dialogue-0183-009,語者一,high,high,high,high,high,negative,other,有沒有零碎的座位可以拼起的呢
dialogue-0183,dialogue-0183-010,語者二,high,high,high,high,high,neutral,other,是的真的都滿了
dialogue-0183,dialogue-0183-011,語者二,high,high,high,high,high,neutral,other,還是您要考慮現場候位呢
dialogue-0183,dialogue-0183-012,語者一,high,high,high,high,high,neutral,other,那想請問現場候位的機會高嗎
dialogue-0183,dialogue-0183-013,語者二,high,high,high,high,high,neutral,other,不能跟您保證一定有位子
dialogue-0183,dialogue-0183-014,語者二,high,high,high,high,high,neutral,other,但如果提早來排應該沒問題
dialogue-0183,dialogue-0183-015,語者二,high,high,high,high,high,neutral,other,我們有保留一定的組數給現場候位
dialogue-0183,dialogue-0183-016,語者一,high,high,high,high,high,positive,other,好的了解
dialogue-0183,dialogue-0183-017,語者一,high,high,high,high,high,positive,other,非常感謝您
dialogue-0183,dialogue-0183-018,語者一,high,high,high,high,high,positive,other,那我們會提早去排的！
dialogue-0183,dialogue-0183-019,語者一,high,high,high,high,high,positive,other,您辛苦了
dialogue-0183,dialogue-0183-020,語者二,high,high,high,high,high,positive,other,好的，等候您的光臨
dialogue-0183,dialogue-0183-021,語者二,high,high,high,high,high,positive,other,如果是要吃七點的，大概可以四點過來抽號碼牌
dialogue-0183,dialogue-0183-022,語者二,high,high,high,high,high,positive,other,應該就一定會有位子
dialogue-0183,dialogue-0183-023,語者一,high,high,high,high,high,positive,other,太感謝了
dialogue-0183,dialogue-0183-024,語者一,high,high,high,high,high,positive,other,了解了解
dialogue-0183,dialogue-0183-025,語者二,high,high,high,high,high,positive,other,不用客氣～
dialogue-0185,dialogue-0185-000,語者一,high,high,high,high,high,neutral,other,您好，這裡沒有您的訂位資訊
dialogue-0185,dialogue-0185-001,語者二,high,high,high,high,high,negative,other,不可能吧我有訂位欸
dialogue-0185,dialogue-0185-002,語者一,high,high,high,high,high,negative,other,不好意思但是這裡真的沒有
dialogue-0185,dialogue-0185-003,語者二,high,high,high,high,high,negative,other,不然我查一下通話紀錄
dialogue-0185,dialogue-0185-004,語者二,high,high,high,high,high,negative,other,你看真的有
dialogue-0185,dialogue-0185-005,語者一,high,high,high,high,high,neutral,other,是否是您的訂位時間有誤呢
dialogue-0185,dialogue-0185-006,語者二,high,high,high,high,high,neutral,other,應該不會的
dialogue-0185,dialogue-0185-007,語者二,high,high,high,high,high,neutral,other,我訂位的電話有錄音
dialogue-0185,dialogue-0185-008,語者一,high,high,high,high,high,neutral,other,那但是這是其他同仁負責的
dialogue-0185,dialogue-0185-009,語者一,high,high,high,high,high,neutral,other,我沒有權力更改目前的訂位資訊
dialogue-0185,dialogue-0185-010,語者二,high,high,high,high,high,neutral,other,嗯嗯了解你的意思
dialogue-0185,dialogue-0185-011,語者二,high,high,high,high,high,neutral,other,我也不希望為難你
dialogue-0185,dialogue-0185-012,語者二,high,high,high,high,high,neutral,other,還是說你們的系統出問題了嗎
dialogue-0185,dialogue-0185-013,語者一,high,high,high,high,high,neutral,other,那您有傾向怎麼處理嗎
dialogue-0185,dialogue-0185-014,語者二,high,high,high,high,high,negative,other,但我們今天就想吃這家，已經期待很久了的說
dialogue-0185,dialogue-0185-015,語者二,high,high,high,high,high,negative,other,真的沒辦法處理嗎
dialogue-0185,dialogue-0185-016,語者二,high,high,high,high,high,negative,other,現場有空位嗎
dialogue-0185,dialogue-0185-017,語者一,high,high,high,high,high,neutral,other,不然您知道當時接電話的店員是哪位嗎
dialogue-0185,dialogue-0185-018,語者二,high,high,high,high,high,neutral,other,我覺得聲音跟你蠻像的耶
dialogue-0185,dialogue-0185-019,語者一,high,high,high,high,high,negative,other,歐阿就不是我
dialogue-0185,dialogue-0185-020,語者二,high,high,high,high,high,neutral,other,我明白你的意思
dialogue-0185,dialogue-0185-021,語者二,high,high,high,high,high,neutral,other,沒有要指責你
dialogue-0185,dialogue-0185-022,語者一,high,high,high,high,high,negative,other,不然你要現場等嗎
dialogue-0185,dialogue-0185-023,語者二,high,high,high,high,high,neutral,other,沒關係那請問現場要等多久
dialogue-0185,dialogue-0185-024,語者一,high,high,high,high,high,neutral,other,但我也不知道要等多久
dialogue-0185,dialogue-0185-025,語者一,high,high,high,high,high,neutral,other,不能保證
dialogue-0185,dialogue-0185-026,語者二,high,high,high,high,high,neutral,other,好吧。沒關係我可以等
dialogue-0185,dialogue-0185-027,語者一,high,high,high,high,high,neutral,other,好，那這邊幫您做登記
dialogue-0186,dialogue-0186-000,語者一,high,high,high,high,high,neutral,other,您好
dialogue-0186,dialogue-0186-001,語者一,high,high,high,high,high,neutral,other,我前天買了這件衣服
dialogue-0186,dialogue-0186-002,語者一,high,high,high,high,high,neutral,other,剛才看卻降價了
dialogue-0186,dialogue-0186-003,語者一,high,high,high,high,high,neutral,other,我要申請退差價
dialogue-0186,dialogue-0186-004,語者二,high,high,high,high,high,negative,other,這位顧客您好
dialogue-0186,dialogue-0186-005,語者二,high,high,high,high,high,negative,other,很能理解你的不滿
dialogue-0186,dialogue-0186-006,語者二,high,high,high,high,high,negative,other,這邊跟您道歉
dialogue-0186,dialogue-0186-007,語者二,high,high,high,high,high,negative,other,但很遺憾的，這種促銷活動無法溯及既往
dialogue-0186,dialogue-0186-008,語者一,high,high,high,high,high,negative,other,為什麼不行
dialogue-0186,dialogue-0186-009,語者二,high,high,high,high,high,negative,other,公司就是這樣規定的
dialogue-0186,dialogue-0186-010,語者二,high,high,high,high,high,negative,other,我們真的無能為力
dialogue-0186,dialogue-0186-011,語者二,high,high,high,high,high,negative,other,我們也不是特例
dialogue-0186,dialogue-0186-012,語者二,high,high,high,high,high,negative,other,一般公司都是這樣子的
dialogue-0186,dialogue-0186-013,語者一,high,high,high,high,high,negative,other,那我不能退貨嗎
dialogue-0186,dialogue-0186-014,語者二,high,high,high,high,high,neutral,other,那請問吊牌剪了嗎
dialogue-0186,dialogue-0186-015,語者一,high,high,high,high,high,negative,other,沒有
dialogue-0186,dialogue-0186-016,語者二,high,high,high,high,high,neutral,other,退貨的話應該可以
dialogue-0186,dialogue-0186-017,語者二,high,high,high,high,high,neutral,other,那請到另一個窗口辦理
dialogue-0186,dialogue-0186-018,語者一,high,high,high,high,high,negative,other,不是
dialogue-0186,dialogue-0186-019,語者一,high,high,high,high,high,negative,other,可以退貨的話為什麼不能退差價
dialogue-0186,dialogue-0186-020,語者二,high,high,high,high,high,negative,other,真的很抱歉造成您的困擾
dialogue-0186,dialogue-0186-021,語者二,high,high,high,high,high,negative,other,但退貨和退差價是不同的情況
dialogue-0186,dialogue-0186-022,語者二,high,high,high,high,high,negative,other,必須遵照SOP來處理
dialogue-0186,dialogue-0186-023,語者一,high,high,high,high,high,negative,other,哪裡不一樣
dialogue-0186,dialogue-0186-024,語者一,high,high,high,high,high,negative,other,你們有夠死板
dialogue-0186,dialogue-0186-025,語者一,high,high,high,high,high,negative,other,這樣造成一堆麻煩
dialogue-0186,dialogue-0186-026,語者二,high,high,high,high,high,negative,other,真的很不好意思
dialogue-0186,dialogue-0186-027,語者一,high,high,high,high,high,negative,other,覺得不好意思就給我退差價
dialogue-0186,dialogue-0186-028,語者二,high,high,high,high,high,negative,other,抱歉這點真的沒辦法
dialogue-0186,dialogue-0186-029,語者一,high,high,high,high,high,negative,other,我要給你差評
dialogue-0187,dialogue-0187-000,語者一,high,high,high,high,high,negative,other,服務員在嗎
dialogue-0187,dialogue-0187-001,語者一,high,high,high,high,high,negative,other,這道菜裡面有奇怪的東西
dialogue-0187,dialogue-0187-002,語者二,high,high,high,high,high,negative,other,您好，我是負責經理
dialogue-0187,dialogue-0187-003,語者二,high,high,high,high,high,negative,other,非常抱歉出了這種問題
dialogue-0187,dialogue-0187-004,語者一,high,high,high,high,high,negative,other,很噁心欸嘔嘔嘔
dialogue-0187,dialogue-0187-005,語者一,high,high,high,high,high,negative,other,你們必須要負責
dialogue-0187,dialogue-0187-006,語者二,high,high,high,high,high,negative,other,真是不好意思
dialogue-0187,dialogue-0187-007,語者二,high,high,high,high,high,negative,other,我們馬上換一份給您可以嗎
dialogue-0187,dialogue-0187-008,語者一,high,high,high,high,high,negative,other,這是基本的吧
dialogue-0187,dialogue-0187-009,語者一,high,high,high,high,high,negative,other,但這讓我感覺很不舒服
dialogue-0187,dialogue-0187-010,語者一,high,high,high,high,high,negative,other,應該要有其他賠償吧
dialogue-0187,dialogue-0187-011,語者二,high,high,high,high,high,neutral,other,這單我們請您 這樣您看可以嗎
dialogue-0187,dialogue-0187-012,語者一,high,high,high,high,high,negative,other,我覺得有點少
dialogue-0187,dialogue-0187-013,語者一,high,high,high,high,high,negative,other,你們造成我嚴重的心理陰影
dialogue-0187,dialogue-0187-014,語者一,high,high,high,high,high,negative,other,廚房的衛生是不是很差啊
dialogue-0187,dialogue-0187-015,語者一,high,high,high,high,high,negative,other,開店真的不能這樣欸
dialogue-0187,dialogue-0187-016,語者二,high,high,high,high,high,negative,other,真的是非常抱歉
dialogue-0187,dialogue-0187-017,語者二,high,high,high,high,high,negative,other,我們廚房都會定期清掃與檢查
dialogue-0187,dialogue-0187-018,語者二,high,high,high,high,high,negative,other,這是應該是有所疏漏
dialogue-0187,dialogue-0187-019,語者一,high,high,high,high,high,negative,other,給我一年份的免單
dialogue-0187,dialogue-0187-020,語者一,high,high,high,high,high,negative,other,不然投訴消保官了
dialogue-0187,dialogue-0187-021,語者二,high,high,high,high,high,neutral,other,這個.....
dialogue-0187,dialogue-0187-022,語者二,high,high,high,high,high,neutral,other,還是我們給您免費辦vip卡
dialogue-0187,dialogue-0187-023,語者二,high,high,high,high,high,neutral,other,這樣您看行不
dialogue-0187,dialogue-0187-024,語者一,high,high,high,high,high,neutral,other,勉強可以接受
dialogue-0187,dialogue-0187-025,語者一,high,high,high,high,high,neutral,other,你們真的該好好檢討
dialogue-0187,dialogue-0187-026,語者二,high,high,high,high,high,positive,other,真的非常感謝您的體諒
dialogue-0187,dialogue-0187-027,語者二,high,high,high,high,high,positive,other,很抱歉造成您不好的體驗
dialogue-0187,dialogue-0187-028,語者二,high,high,high,high,high,positive,other,我們會持續改進的！
dialogue-0188,dialogue-0188-000,語者一,high,high,high,high,high,negative,other,你們的隔音也做得太差了
dialogue-0188,dialogue-0188-001,語者一,high,high,high,high,high,negative,other,昨晚隔壁房間在開趴踢
dialogue-0188,dialogue-0188-002,語者一,high,high,high,high,high,negative,other,吵得我完全睡不著
dialogue-0188,dialogue-0188-003,語者二,high,high,high,high,high,negative,other,真是非常抱歉
dialogue-0188,dialogue-0188-004,語者二,high,high,high,high,high,negative,other,我們這邊可以提供您耳塞
dialogue-0188,dialogue-0188-005,語者二,high,high,high,high,high,negative,other,您看有需要嗎
dialogue-0188,dialogue-0188-006,語者一,high,high,high,high,high,negative,other,不用了
dialogue-0188,dialogue-0188-007,語者一,high,high,high,high,high,negative,other,你們應該考慮加強隔音設備吧
dialogue-0188,dialogue-0188-008,語者一,high,high,high,high,high,negative,other,不然也應該去請他們安靜一點
dialogue-0188,dialogue-0188-009,語者一,high,high,high,high,high,negative,other,用耳塞這種治標不治本的爛方法
dialogue-0188,dialogue-0188-010,語者一,high,high,high,high,high,negative,other,要打發房客也不是這樣
dialogue-0188,dialogue-0188-011,語者二,high,high,high,high,high,negative,other,真是非常抱歉
dialogue-0188,dialogue-0188-012,語者二,high,high,high,high,high,negative,other,但我們沒有辦法限制顧客的正常活動
dialogue-0188,dialogue-0188-013,語者二,high,high,high,high,high,negative,other,或者我們這邊可以給您折扣
dialogue-0188,dialogue-0188-014,語者二,high,high,high,high,high,negative,other,您看如何
dialogue-0188,dialogue-0188-015,語者一,high,high,high,high,high,negative,other,在房間裡開趴踢是正常活動？
dialogue-0188,dialogue-0188-016,語者一,high,high,high,high,high,negative,other,你應該自己去住他們隔壁一晚
dialogue-0188,dialogue-0188-017,語者一,high,high,high,high,high,negative,other,我看你還有沒有辦法在這邊說風涼話
dialogue-0188,dialogue-0188-018,語者一,high,high,high,high,high,negative,other,折扣是多少
dialogue-0188,dialogue-0188-019,語者二,high,high,high,high,high,negative,other,讓您有不好的住房體驗真是抱歉
dialogue-0188,dialogue-0188-020,語者二,high,high,high,high,high,negative,other,我們可以給您八折優惠作為補償
dialogue-0188,dialogue-0188-021,語者一,high,high,high,high,high,negative,other,切，才八折？
